,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM,Mkt-RF,SMB,HML,RF
196307,1.7088,-0.1652,0.461,-0.0034,-1.2185,-2.3585,0.1899,-0.9537,-1.9585,-1.2468,-2.3209,-1.8299,-0.7109,-2.0145,-1.7984,-0.9806,-1.4514,-1.9184,-1.5895,-1.8567,0.1547,0.4353,1.2557,-0.429,-1.1026,-0.39,-0.53,-0.89,0.27
196308,4.7861,1.5129,1.3307,2.2503,4.8024,5.1861,4.5191,4.5271,4.7649,7.8614,5.1524,5.3578,5.2725,4.9664,5.1541,5.4259,4.691,6.2332,7.7388,5.3469,5.7691,4.2211,4.7487,8.1419,6.3824,5.07,-0.89,1.68,0.25
196309,-2.9962,0.6402,-0.8841,-1.5254,-0.4453,-4.0186,-1.5034,-0.9515,-1.3504,-2.8348,-4.379,-2.1797,-0.3912,-0.4607,-1.8203,-2.7974,-2.1585,-1.78,-4.0665,-1.9943,-1.3595,-0.7485,-0.9852,-0.1905,-3.4963,-1.57,-0.35,0.08,0.27
196310,1.0074,-0.6004,1.1238,0.1927,2.4197,1.4128,4.2342,2.4178,2.0955,3.8633,2.4214,0.3931,2.3637,2.2442,1.068,-0.3902,0.6873,2.6229,4.7988,0.6113,5.3339,1.7428,-0.2829,2.415,0.4857,2.53,-0.56,-0.14,0.29
196311,-3.5978,-4.0645,-1.6048,-1.0272,-1.1198,-4.1169,-1.7534,-0.7796,-0.1543,-0.121,-3.001,-1.3828,-0.9224,-1.0383,-1.2116,-0.8798,-0.6788,-0.7933,1.6199,3.5388,-1.2556,0.9968,-1.5542,-2.1322,1.3455,-0.85,-1.17,1.81,0.27
196312,-1.4935,-1.2519,-1.0169,-1.7019,-1.0277,-1.5016,-0.7563,1.1679,0.9779,0.11,0.1409,1.7274,0.7397,1.5383,0.4665,-0.1205,1.2589,1.7043,3.2904,6.1498,2.6278,2.2942,2.2921,2.5149,2.1308,1.83,-2.11,-0.08,0.29
196401,2.8742,3.073,4.1335,4.0047,4.8046,-1.4391,-0.494,3.607,1.5232,4.1821,0.1961,0.6058,3.1247,4.2102,3.2152,-0.3177,1.8585,1.085,3.3433,3.3373,3.1011,3.1941,1.7441,2.0144,1.6235,2.24,-0.14,1.47,0.3
196402,3.0756,2.84,2.0138,0.3427,4.3451,1.4646,1.7276,2.8238,2.1654,6.0691,0.0077,2.8819,1.7106,3.5545,4.0122,2.4189,1.5149,2.8631,7.3895,4.6097,1.8294,0.5164,1.0418,3.983,3.751,1.54,0.13,2.74,0.26
196403,0.1695,1.3506,2.4219,3.6866,2.7987,2.7029,3.2056,3.296,5.8174,6.016,-0.7185,2.9239,4.0231,5.1675,6.7543,1.9869,2.8192,5.1951,7.3682,0.7218,1.1571,0.7444,3.6898,3.8351,0.1494,1.41,0.99,3.36,0.31
196404,-1.5087,2.7528,-0.5582,-0.7708,-0.9705,-0.9268,-3.8822,0.8474,-1.6533,-0.6311,-2.0269,-1.4332,-0.1099,-0.7041,-1.0221,-2.6991,0.4315,2.0285,-2.6826,-2.2799,0.2344,1.4802,0.8217,-0.9047,2.4177,0.1,-1.44,-0.58,0.29
196405,-1.219,-1.3471,0.4625,0.3923,1.4056,3.2963,0.4094,3.0764,1.8715,3.6743,-0.686,1.7126,-0.3649,1.9014,2.4988,1.0442,2.2072,1.4455,1.4342,4.101,2.0727,0.3177,1.2718,4.2802,3.3864,1.42,-0.86,1.82,0.26
196406,1.8231,0.5862,1.212,0.7494,0.9653,0.9376,1.6576,1.9147,1.0396,2.2557,0.8717,2.0281,2.9927,2.4201,1.2404,0.8951,1.6432,0.9628,2.5178,3.1078,0.9767,2.8878,0.2828,1.3636,2.4156,1.27,-0.1,0.63,0.3
196407,0.9031,3.8371,4.1997,2.8051,4.7478,0.7738,2.0803,3.9734,2.8736,2.2565,3.301,2.6285,3.0365,3.1894,1.7144,1.5587,3.2925,1.6074,1.4184,2.668,2.5593,0.6931,3.895,2.0491,0.7714,1.74,0.22,0.75,0.3
196408,1.2625,-1.933,-1.7463,-0.9713,-0.5247,-1.8465,-2.2057,-1.2316,0.4063,-1.8135,-2.4641,-0.4268,-0.1354,-0.1122,-1.9374,-1.0819,0.1208,1.1468,-0.2063,-0.7376,-1.2776,-1.5567,-0.0812,-0.978,-2.6711,-1.44,0.17,0.08,0.28
196409,4.8766,3.7192,6.2273,2.9617,3.9834,3.0778,2.6284,2.2333,2.1275,4.6564,1.8726,2.0931,3.7152,3.0757,3.6527,3.1274,3.3276,4.1527,4.7036,4.3553,3.0853,1.3451,4.2821,4.464,7.1664,2.69,-0.53,1.7,0.28
196410,2.2181,-0.2232,2.7473,1.8057,3.3256,-1.0755,1.2319,2.5994,1.2422,1.3903,3.3732,3.4972,2.0408,1.1553,2.7051,0.9314,1.297,1.2399,3.4232,3.8467,0.3214,1.0905,0.5691,0.3617,3.5875,0.59,0.44,1.17,0.29
196411,-0.1331,-0.4442,0.7239,0.6635,0.5739,-0.9739,0.1302,-0.1914,-0.6718,-1.7494,1.3494,0.6007,-0.2935,0.4066,-0.0521,0.658,1.645,-0.7608,-0.4524,-4.6769,1.0411,-0.3669,1.6408,-1.4254,-4.6686,0,0.69,-1.96,0.29
196412,-1.2846,-1.4727,-2.7168,-2.6678,-1.7979,1.4012,-0.1777,1.0398,-2.4638,-1.0537,0.1942,0.5867,-0.3931,-1.6833,-0.7222,1.2347,0.0063,-1.5082,-0.7779,-1.4422,0.798,1.4215,-0.9502,-1.1395,-1.2887,0.03,-0.36,-2.48,0.31
196501,8.7209,6.0372,6.7925,6.6946,8.8742,7.7312,5.2579,6.2719,5.7013,6.174,5.2844,6.2051,5.1707,6.0758,7.1104,6.5896,4.2828,5.0177,5.0046,6.6788,4.7197,1.2516,2.8219,3.5398,3.6175,3.54,2.7,0.12,0.28
196502,1.6011,0.873,2.7483,3.2282,3.7173,3.2196,4.1992,3.7315,3.4057,3.889,3.9288,4.4317,4.7694,3.2147,3.8834,1.507,3.4185,4.0719,3.927,1.0496,0.1871,-0.0379,-0.1269,-0.8201,-1.1448,0.44,3.53,0.11,0.3
196503,1.5893,2.4308,1.294,2.7022,3.2001,2.4489,-1.9256,1.3978,1.8557,0.613,-0.3983,-0.058,-0.2311,1.3259,1.2556,-0.7952,-0.3177,-0.5356,0.404,1.2487,-1.3223,-1.5775,-1.8049,-0.7055,0.338,-1.34,1.88,1.03,0.36
196504,3.895,4.6267,4.5002,4.4434,4.6413,0.2086,5.0346,3.9204,4.7088,5.1431,2.5032,3.1188,3.7273,3.7269,5.9095,2.6199,3.197,4.561,4.4698,2.7151,4.5841,1.8741,2.1659,2.1315,4.5611,3.11,1.15,0.66,0.31
196505,-0.338,-2.6872,-0.7366,-0.8553,-1.1869,0.9738,-0.7126,-1.1541,0.1367,-2.0624,0.0007,0.2524,-1.1654,-0.8095,-0.0256,-0.9613,0.0357,-0.9711,0.0741,-4.0819,-0.7392,0.8349,-0.0801,-0.543,-3.5397,-0.77,0.13,-1.61,0.31
196506,-12.4122,-10.719,-9.4378,-7.9261,-9.5359,-10.2612,-8.5925,-8.9732,-8.3847,-8.2828,-6.5007,-9.2137,-8.5349,-8.7817,-8.4265,-6.3508,-6.9696,-7.9869,-8.7784,-8.3029,-4.4306,-3.6623,-4.9342,-3.4719,-5.5311,-5.51,-4.35,0.59,0.35
196507,2.4066,3.5533,3.5546,2.2064,4.2205,3.7763,1.6586,3.0134,3.4685,4.0902,1.5471,4.5216,2.5902,4.3593,4.9453,2.6113,3.1904,4.0226,2.6533,6.2405,1.5245,-0.0022,1.916,3.8748,4.8239,1.43,0.87,2.14,0.31
196508,2.6822,5.3563,5.2225,3.9556,3.9868,7.2889,4.2314,4.9617,4.919,4.0137,8.3161,4.5844,7.7457,3.2492,6.5716,3.7937,4.0947,5.3035,2.9962,4.8756,3.2621,1.2963,3.4254,1.1232,2.1656,2.73,2.83,-1.02,0.33
196509,3.4635,5.8614,1.5445,4.0549,3.4999,5.8302,3.7853,2.93,4.5408,2.403,2.4738,2.8212,3.3158,5.198,4.6037,3.4979,4.0215,1.4544,2.9038,3.843,3.9272,2.3025,2.3757,3.5201,3.2158,2.86,0.64,-0.12,0.31
196510,6.09,8.4037,6.7678,5.6583,9.0576,4.0884,7.8661,3.6205,5.893,5.2641,4.6122,4.3104,5.5841,5.7318,5.0518,4.0576,3.3465,2.8415,4.4819,8.0751,3.1384,0.2141,3.0559,4.4222,5.2227,2.6,2.53,1.57,0.31
196511,4.1108,6.2451,3.3629,7.9429,6.4909,1.4172,5.1589,4.4848,5.1403,3.8046,3.2219,2.9017,5.6891,2.5889,3.1658,3.8065,2.6728,3.3507,1.0412,5.4646,-0.3037,-1.8238,1.2571,-1.2821,-2.3036,-0.03,4.65,0.1,0.35
196512,7.1532,6.636,2.5267,3.8481,5.0127,4.0358,3.8095,3.175,2.7165,7.6126,2.6918,1.3494,3.9521,1.9305,5.2408,1.3855,1.1935,1.71,4.3218,5.2964,1.0103,-0.2234,1.3202,2.7992,2.7121,1.01,2.06,2.02,0.33
196601,5.5518,6.3739,8.2721,9.8141,9.7505,4.623,6.174,4.8179,5.1337,5.6336,4.4393,2.4681,2.8993,4.7839,5.9454,0.8846,1.7564,4.876,4.2525,6.1422,-0.3719,-0.569,1.7317,3.0563,3.1511,0.72,3.84,3.53,0.38
196602,6.8533,5.8941,1.864,4.6665,6.3968,5.3038,4.6513,1.7955,-0.1521,3.1232,-0.4344,1.355,4.6281,1.8767,3.8238,1.5307,-0.8492,0.4135,0.613,2.5313,-1.3268,-2.2951,-1.6971,-1.9663,-1.7206,-1.21,4.38,0.29,0.35
196603,1.778,-1.949,-1.932,-0.701,-1.4482,0.4078,-2.0192,-2.081,-3.2469,-1.1519,-1.6377,-4.9439,-2.4101,-3.4264,-3.7993,0.1178,-1.2423,-3.3037,-2.396,-3.3845,-1.474,-3.4556,-1.0563,-2.1509,-5.0556,-2.51,0.98,-2,0.38
196604,10.8642,4.0975,5.955,6.9079,4.5378,2.5916,4.773,3.7264,7.5203,7.863,4.2043,3.5188,3.5232,4.4846,2.6322,3.8079,2.7161,3.3289,4.8265,0.7678,2.1117,2.0003,1.1764,2.4061,1.7993,2.14,3.41,-0.47,0.34
196605,-12.3635,-12.8943,-10.9796,-10.7545,-11.8807,-9.6304,-9.5306,-8.6283,-10.0381,-8.8857,-5.7662,-6.6357,-8.2036,-10.1341,-9.8697,-4.9893,-5.2287,-6.6937,-8.8171,-10.2329,-4.1889,-3.9395,-4.8529,-5.5063,-5.4631,-5.66,-4.6,-1.61,0.41
196606,-0.7671,-0.4567,1.6013,1.3879,0.3564,1.7673,-0.2348,0.0356,-0.5797,0.1448,0.5126,-0.0867,2.6188,-0.5283,-0.3767,-0.897,-0.3524,-0.1075,3.3478,1.0517,-1.9986,-1.483,-0.6135,0.8559,-1.1902,-1.44,1.04,0.49,0.38
196607,-2.1388,-1.7255,-2.3239,0.0225,-0.8965,-3.1661,-2.0021,-0.927,-1.6524,-1.4389,-0.6931,-2.1759,-0.9738,-0.8402,-1.3429,-0.7349,-1.63,-1.9519,-2.5569,-2.2441,-1.6864,-1.4784,-0.7469,0.9135,-1.326,-1.63,-0.43,0.99,0.35
196608,-12.2422,-10.2272,-9.8261,-10.9735,-10.4469,-12.7692,-10.0422,-9.7425,-9.7205,-10.8917,-10.3769,-8.4286,-8.0313,-10.0604,-8.6635,-9.4681,-7.6025,-8.0734,-7.2533,-9.2109,-7.1873,-8.6603,-5.5952,-6.1912,-7.9624,-7.91,-3.29,0.44,0.41
196609,-1.9653,-2.2733,-1.6822,-1.6833,-1.2716,-1.8229,0.7835,-1.7058,-1.4415,-2.1501,-2.3247,-4.5121,0.2213,-0.4431,-1.2326,-1.0893,0.1925,-0.7061,-3.1843,-0.6075,-1.3094,0.7567,0.6054,0.2753,-1.6179,-1.06,-1.04,0.51,0.4
196610,-7.9527,-4.3787,-4.1835,-1.2666,-1.4645,-5.3684,-0.5824,-0.7984,0.1956,-0.2615,-1.9822,1.0486,3.6246,4.6894,1.7167,0.6503,4.8606,4.1081,3.0999,1.7364,2.9392,5.6857,9.1492,6.2743,6.5077,3.86,-6.52,2.68,0.45
196611,8.2293,4.0466,4.5334,2.2856,3.6644,7.7621,3.0451,7.2883,1.6511,2.5735,9.4365,6.0339,1.476,4.5104,0.5999,8.3447,1.8365,0.8693,2.9342,0.7859,3.6719,1.8508,-2.403,-1.4293,-1.0731,1.4,4.35,-4.77,0.4
196612,3.7517,2.7689,1.9264,1.377,0.2192,4.7562,3.4145,1.4193,2.1538,0.7955,2.6113,3.2233,1.2665,3.0742,-0.3755,3.1216,2.3553,1.0425,3.6823,1.8788,-0.871,-0.0094,1.5461,-0.1425,-0.1227,0.13,2.09,-1.32,0.4
196701,20.7873,19.2463,18.6627,21.6305,17.2814,16.9703,16.3877,17.1297,17.4463,20.3187,17.0641,14.6888,12.2318,13.493,14.3608,9.5972,6.6303,9.7651,12.0827,13.6968,7.7322,7.0609,4.929,7.8591,13.7899,8.15,8.3,2.25,0.43
196702,6.9062,6.0115,5.5473,3.9727,5.8263,3.2435,2.6625,1.0636,3.831,1.6754,2.3816,2.3851,1.6078,0.7278,0.7838,2.7199,-0.4458,-0.4044,1.6632,0.1613,2.3014,0.8308,-0.8478,-0.8658,-1.33,0.78,3.33,-2.18,0.36
196703,7.1556,6.3849,5.0485,7.7392,5.1304,6.864,6.2537,7.2256,6.5663,6.1164,5.3039,5.3427,4.6791,7.703,4.2109,6.023,3.6839,5.2122,5.4246,6.4914,4.2598,2.9807,3.3529,4.6729,5.3175,3.99,1.42,0.54,0.39
196704,6.4431,3.7196,3.2724,4.3759,3.7678,3.1958,3.9127,5.5023,3.6959,3.5061,5.2557,4.3353,3.28,5.7342,3.0172,6.8227,2.9286,3.8855,3.77,2.8657,6.8866,2.8882,0.13,3.5468,1.7638,3.89,0.62,-2.45,0.32
196705,-0.1299,0.5808,-0.6977,-0.6797,-0.891,-1.2794,0.6683,-0.2278,-2.3297,-3.5114,-3.1105,-1.8636,-1.7251,-0.0742,-2.005,-2.1818,-0.6947,-2.9104,-0.3964,-0.7558,-5.6526,-4.1057,-4.2161,-3.703,-3.6596,-4.33,1.8,1.18,0.33
196706,15.5732,9.9558,13.0252,12.4398,10.1235,10.2417,6.8225,6.3161,8.2315,6.724,5.6416,8.3023,3.9212,5.1164,3.4932,3.0787,2.1783,2.8653,7.6903,6.0614,1.4221,0.4003,1.679,2.8988,3.0943,2.41,5.91,0.85,0.27
196707,9.0586,9.4838,10.4428,7.7741,11.7309,7.1811,6.0662,8.8664,9.6238,8.4704,5.3805,5.0444,5.8387,8.1133,11.6855,4.3699,4.5332,5.2238,6.2056,9.0224,4.483,5.8421,1.9101,6.2649,6.4583,4.58,3.1,2.72,0.31
196708,-0.7788,0.4221,0.7009,0.0251,2.1027,-0.9821,-1.3197,0.5596,0.8058,0.9674,-3.0349,0.9229,1.2177,0.909,-0.6346,-0.7694,-1.0114,-0.7346,1.976,3.797,-0.5831,-1.1276,-1.3169,0.3476,1.338,-0.89,0.39,1.52,0.31
196709,11.5011,9.9882,8.6113,7.539,4.9272,4.9964,6.0629,7.8565,5.1948,3.3463,5.661,1.7868,3.2217,4.4821,2.4139,3.6584,1.5905,2.0437,3.9637,0.4076,3.8175,3.145,3.2869,1.632,0.2472,3.11,3.02,-2.42,0.32
196710,1.9167,-4.252,-1.3848,-1.4642,-2.6331,-1.5185,-2.0838,0.7298,-3.202,-4.8664,-3.5044,-0.73,-3.5045,-1.9049,-2.5936,-4.4217,-5.7784,-5.3297,-3.0538,-5.2857,-0.2028,-4.0304,-2.8236,-6.1833,-6.5113,-3.09,1.38,-3.22,0.39
196711,-0.9082,3.8535,-0.8153,-1.5659,-1.1639,0.9677,0.5316,2.6458,0.3126,0.1731,2.6918,0.2417,0.9841,-0.6154,-0.8173,3.0878,0.5863,-0.5433,0.7974,-0.6812,1.3449,0.4026,-0.028,-0.2938,0.0559,0.37,0.16,-1.69,0.36
196712,13.8298,10.463,8.0255,9.4079,10.1144,11.9344,6.6368,9.7175,7.1087,9.7852,7.7035,5.9026,5.7975,5.3427,6.8222,1.3779,2.7933,4.7009,4.5275,3.709,1.9366,3.1057,2.1768,5.7278,2.7927,3.05,5.78,-0.63,0.33
196801,2.5231,2.2466,2.981,3.2561,6.0743,-3.9949,-2.4846,0.1863,0.889,2.0724,-6.8746,-0.4313,-1.2287,-0.9637,3.5963,-7.6237,0.0868,-2.7635,0.217,-0.425,-6.3393,-5.791,0.5608,-2.2635,-3.855,-4.06,3.89,4.84,0.4
196802,-9.9746,-6.9829,-5.8305,-6.9662,-5.6136,-7.4674,-5.588,-9.0035,-3.0911,-5.9387,-6.9043,-3.9149,-3.0347,-2.5741,-4.4954,-5.3509,-3.6666,-2.7763,-5.1517,-3.8256,-2.9903,-2.2116,-2.1023,-3.1644,-1.8996,-3.75,-2.96,1.33,0.39
196803,-1.6429,-0.0617,-0.3623,-2.13,-0.0632,-0.8733,-1.5147,0.5072,-1.1001,-0.2894,1.9985,-0.9003,-1.9209,0.7236,-0.7083,0.5096,-0.2549,-1.3866,0.5348,-0.2883,3.0974,-1.2977,-0.2064,-1.9997,2.0264,0.2,-1.35,-0.59,0.38
196804,21.5657,17.566,17.0643,16.1475,15.8491,18.7842,13.1622,17.6212,11.5117,13.0945,16.1637,11.3933,8.421,10.3166,17.9284,12.7859,7.3163,8.4135,12.7905,11.6528,10.738,7.3901,3.3548,9.6327,10.5079,9.05,5.66,-1.17,0.43
196805,10.7809,12.4401,10.7585,11.6914,11.7967,11.5443,8.2647,8.5063,7.6423,6.7627,8.7985,4.0165,5.299,4.4763,7.2149,4.1996,4.6606,2.9229,2.7741,6.1608,2.306,1.1459,-0.7099,-0.7665,4.6471,2.28,6.49,0.66,0.45
196806,-1.1614,0.2487,1.2064,2.2786,0.1311,-0.5903,1.5706,-1.6715,1.6104,1.1715,-2.0214,3.0846,2.8847,1.7495,0.8588,0.1111,3.8596,4.0422,2.9536,-2.1339,-0.0873,0.8842,4.0273,2.9857,-1.5962,0.69,-0.25,0.83,0.43
196807,-4.7582,-4.7254,-3.8941,-0.7226,0.7263,-9.0848,-3.0562,-2.4335,-0.7057,-0.3078,-5.4949,-4.5545,-3.3892,-0.8742,-0.1877,-5.6138,-3.4809,-4.0302,-1.4979,-2.1205,-5.2069,-1.1847,2.8388,0.9438,1.038,-2.72,-1.37,5.39,0.48
196808,4.5121,5.8971,4.8946,4.2767,4.7619,1.6832,2.957,3.7677,1.0053,7.2209,2.9434,3.1337,2.6773,2.8084,4.959,1.7053,1.3403,1.9801,2.0435,2.9434,1.1961,0.4175,2.1255,1.6484,2.8192,1.34,2.32,1,0.42
196809,7.1012,8.6461,6.9384,6.5837,6.251,7.0382,6.2953,6.9994,5.7398,6.4172,7.4875,6.7993,3.7783,5.6468,6.3787,6.8584,5.7424,4.7947,6.9162,6.0704,1.9491,5.4418,2.3849,4.2392,8.2914,4.03,2.81,0.3,0.43
196810,-2.029,-0.0109,1.5797,0.0192,1.8474,-0.33,1.0409,1.4381,2.6527,1.0075,-0.0211,2.367,2.8829,2.8157,0.8152,0.1583,0.1058,2.2845,0.9927,2.4205,-1.7303,2.0916,2.0617,3.7131,1.1604,0.42,-0.48,2.86,0.44
196811,6.9511,7.5251,6.3896,6.3212,6.889,9.8094,9.4582,7.7368,9.1286,5.887,8.6125,7.33,8.3538,9.4062,7.7339,7.0782,7.3633,7.3975,7.4015,7.9678,6.2672,2.9544,5.7654,4.5271,4.0898,5.43,2.37,-0.93,0.42
196812,3.8779,2.5223,0.6161,-0.0904,0.5841,-0.0638,0.4949,-1.4226,-3.257,-3.617,-2.5521,-4.064,-1.0108,0.013,-2.8746,-4.2782,-4.1888,-4.1867,-1.5026,-0.7089,-5.246,-4.2678,-3.1415,-3.4979,-3.0769,-3.94,3.4,-0.01,0.43
196901,-0.4136,-2.2833,-1.7191,-1.3342,-1.3325,-2.8219,-0.8059,-1.9287,1.5924,0.6508,-3.6716,-0.7831,0.3273,-2.0029,-1.2081,-2.0008,0.2173,-0.2246,-0.1736,1.0937,-2.1638,-0.3336,0.6755,-0.3723,1.3852,-1.25,-0.76,1.68,0.53
196902,-12.4569,-10.6431,-9.1321,-8.8436,-8.74,-10.9306,-8.4979,-5.4059,-6.7199,-7.4922,-8.9494,-8.5233,-6.7055,-6.3906,-5.7926,-8.3047,-7.0379,-5.1613,-7.2023,-8.4324,-3.2461,-3.4723,-4.8884,-4.5961,-6.195,-5.84,-3.94,0.9,0.46
196903,3.1526,2.3574,3.8459,3.6344,2.4219,4.0986,1.7976,1.938,0.4318,5.456,1.4961,2.5128,1.5191,1.9773,2.7419,4.7019,-2.0473,2.2614,1.4505,3.3304,4.2629,2.7145,4.0618,2.0008,4.7621,2.64,-0.26,-0.52,0.46
196904,1.261,-0.7172,1.708,1.5723,0.0945,1.9936,1.1664,0.9965,-0.5321,4.8097,2.1681,-0.0206,1.0719,1.311,0.4834,3.1063,1.9447,0.4091,-0.3988,1.8329,3.7428,1.0086,0.9933,3.0439,0.7321,1.46,-0.87,-0.03,0.53
196905,1.0362,0.772,0.7944,1.1666,0.3609,-1.4077,-2.1317,-0.908,0.0975,0.5312,0.1147,0.995,2.0123,0.848,-1.8921,-0.1837,-0.7136,1.2124,0.8917,-1.8543,-0.4712,0.5501,0.9217,1.4768,0.4455,-0.1,-0.22,0.72,0.48
196906,-14.5874,-12.9723,-13.674,-12.5346,-12.1574,-12.2956,-11.6825,-9.0869,-9.7619,-11.174,-10.3275,-9.4383,-11.1312,-9.8208,-9.0532,-6.953,-8.9005,-7.0809,-8.6764,-8.4595,-1.794,-6.3782,-7.9019,-6.6338,-8.4543,-7.18,-5.41,-1.09,0.51
196907,-13.0295,-11.6111,-10.58,-10.2902,-7.9217,-10.7292,-10.2755,-8.4034,-6.9401,-8.0849,-10.0616,-10.492,-6.7367,-5.8536,-7.9228,-6.5397,-7.4944,-6.2603,-6.5712,-7.7788,-4.1011,-5.7259,-7.2336,-7.4927,-5.6386,-7,-3.22,1.18,0.53
196908,5.2107,4.8503,4.7326,3.0495,2.7615,7.2436,6.804,3.9884,3.0831,3.217,9.6521,8.8049,7.0382,2.9477,5.5646,9.5061,6.3093,3.7818,4.1964,2.4077,7.0759,4.5652,3.9476,4.38,1.9434,4.68,0.89,-3.77,0.5
196909,-2.831,-4.6396,-5.5333,-2.3962,-3.4394,1.5925,-1.0908,-1.935,-1.1141,-1.4489,0.6583,-0.0988,-2.4204,-2.3971,-3.5017,0.3322,-1.0056,-2.2381,-3.5004,-3.6486,-0.4994,-2.2827,-3.4655,-5.03,-4.5888,-2.98,1.14,-3.19,0.62
196910,13.9336,12.9411,9.0205,8.1976,6.3105,10.9949,8.6174,6.6747,6.3005,7.001,8.9633,7.471,8.0274,9.2868,6.7814,8.9936,6.0829,8.1284,6.3763,4.9303,6.0659,5.2442,4.3345,2.0887,3.7783,5.06,3.87,-3.1,0.6
196911,-8.5161,-7.3665,-5.6644,-6.4527,-7.374,-3.4751,-5.4896,-3.389,-5.7746,-5.4258,-4.5174,-4.769,-6.4641,-3.3784,-5.5198,-2.2545,-3.6532,-2.7736,-5.7282,-5.9751,-1.4581,-3.3,-3.6838,-4.755,-1.9362,-3.79,-2.58,-1.21,0.52
196912,-8.134,-7.7212,-4.873,-8.8957,-8.6461,-4.6609,-6.3591,-7.0524,-6.477,-5.9203,-2.406,-2.1081,-3.9251,-5.3659,-4.9956,0.6349,-4.1563,-2.0633,-2.1182,-3.9953,0.8856,-1.7,-1.2234,-2.091,-5.2749,-2.63,-3.72,-2.84,0.64
197001,-4.9206,-3.0891,-4.0449,-2.5643,0.1002,-6.9352,-6.6756,-2.0726,-3.9204,-2.5231,-9.7973,-6.8882,-7.7786,-3.7498,-3.346,-7.669,-11.1643,-7.3329,-6.661,-5.8709,-8.4078,-6.9733,-9.1894,-8.9153,-4.2617,-8.1,2.95,3.12,0.6
197002,2.182,3.6141,4.3177,3.2273,4.292,2.5214,1.8181,3.2575,8.0625,7.2068,3.4868,3.1067,5.9566,5.496,7.276,3.6232,5.6815,6.3197,9.4332,6.9019,3.5128,5.9741,9.0681,6.7138,8.1532,5.13,-2.56,3.93,0.62
197003,-6.6663,-5.0227,-3.0748,0.8671,-1.3029,-5.7768,-2.4966,-0.1675,-0.0639,0.3514,-3.6433,-1.5601,-0.2844,2.3518,0.9753,-4.2593,0.0448,1.9964,0.1866,2.3859,-2.4779,0.411,2.2559,1.0704,1.5906,-1.06,-2.3,3.99,0.57
197004,-23.8667,-19.1124,-15.0556,-13.0028,-12.0249,-22.2245,-17.3057,-14.8023,-10.6036,-11.364,-20.0296,-15.322,-12.8343,-9.2313,-10.4521,-15.1495,-13.9581,-9.8935,-9.9261,-9.213,-10.5058,-8.1779,-8.5592,-7.2285,-7.9998,-11,-6.12,6.17,0.5
197005,-10.1977,-10.2638,-8.871,-7.9896,-10.4317,-12.9451,-8.4701,-11.0145,-8.0806,-8.1227,-11.2458,-11.5521,-12.4774,-6.8948,-8.0467,-10.3364,-9.9856,-7.7005,-6.9316,-7.6249,-8.3305,-5.2425,-4.1494,-0.3666,-4.0085,-6.92,-4.56,3.32,0.53
197006,-12.3563,-8.1941,-7.6508,-8.1869,-6.027,-9.9501,-7.471,-8.1022,-6.7615,-5.9622,-8.6557,-5.0296,-5.7115,-4.4976,-7.1895,-2.7221,-4.7999,-4.1405,-3.1826,-10.0941,-6.4664,-3.721,-3.3057,-2.3261,-8.2197,-5.79,-2.14,0.6,0.58
197007,4.6167,5.2616,5.5067,6.6333,3.7861,6.7645,7.7305,5.6738,11.1098,7.2115,7.7401,6.3251,8.7466,5.657,7.7135,6.1569,9.3181,8.7285,9.2134,11.4884,4.4988,8.0617,9.0895,10.7372,6.1429,6.93,-0.5,0.91,0.52
197008,4.8764,6.6773,6.9464,6.8425,6.5152,9.616,8.2819,7.3701,7.9652,4.4825,6.1303,8.0803,5.5144,6.5288,7.0636,4.4559,8.1531,3.8968,5.3007,6.8832,4.0833,5.2004,4.3588,4.8753,6.1977,4.49,1.53,1.27,0.53
197009,22.4227,16.2178,16.1793,11.1062,11.7587,17.8286,17.363,12.3319,7.0019,9.7538,14.69,10.7298,8.1115,5.0086,6.6483,9.6156,6.3864,4.6529,3.9842,7.851,7.0927,0.3759,-0.3683,0.2534,4.3883,4.18,8.59,-5.52,0.54
197010,-11.3904,-6.9145,-11.5797,-6.1357,-4.6672,-4.8507,-7.9132,-7.008,-3.57,-4.3405,-5.7011,-4.2639,-6.3178,-2.6224,-4.5727,-2.8585,-3.6666,-3.1506,-3.4293,-6.3541,-0.1288,-1.114,-3.317,0.0619,-3.7701,-2.28,-4.22,0.21,0.46
197011,-4.6746,-2.0099,-2.4572,0.8037,0.2038,0.8679,1.4481,2.6407,5.853,3.7802,3.3444,2.647,5.4616,4.2209,2.2567,4.7643,3.267,6.0157,8.3688,5.2224,5.106,6.6917,5.2451,5.8513,5.6782,4.6,-3.94,1.7,0.46
197012,7.2388,7.1722,10.7306,11.9555,10.6584,8.5923,8.459,8.6428,9.281,9.418,6.3656,8.9793,10.4483,8.7011,8.5395,6.2613,10.7235,8.4178,9.9115,7.5748,4.7416,5.8998,7.3695,5.096,6.912,5.72,2.92,0.99,0.42
